,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,casual/registered,temperature_cat
127,128,2011-05-08,Summer,2011,May,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",783.0875970000001,1188.472148,123.0,335.0477375,1401,2932,4333,0.47783083219645295,Sedang
128,129,2011-05-09,Summer,2011,May,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",792.2925,1215.971576,123.0,790.064,664,3698,4362,0.1795565170362358,Sedang
129,130,2011-05-10,Summer,2011,May,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",792.2925,1204.972676,123.0,519.247119,694,4109,4803,0.16889754198101728,Sedang
130,131,2011-05-11,Summer,2011,May,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",814.3824999999999,1229.7104000000002,123.0,541.561938,550,3632,4182,0.15143171806167402,Sedang
131,132,2011-05-12,Summer,2011,May,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",797.8150000000002,1207.769228,123.0,851.415163,695,4169,4864,0.16670664427920365,Sedang
132,133,2011-05-13,Summer,2011,May,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",748.1125,1081.1708,123.0,806.785525,692,3413,4105,0.2027541752124231,Sedang
133,134,2011-05-14,Summer,2011,May,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",766.520097,1108.739924,123.0,605.7905499999999,902,2507,3409,0.35979258077383325,Sedang
134,135,2011-05-15,Summer,2011,May,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",858.5625,1262.8160000000003,123.0,686.7227310000001,1582,2971,4553,0.5324806462470548,Sedang
135,136,2011-05-16,Summer,2011,May,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",891.6975000000001,1326.0302720000002,123.0,569.5239190000001,773,3185,3958,0.24270015698587127,Sedang
136,137,2011-05-17,Summer,2011,May,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",856.722403,1273.8323240000002,123.0,1245.0421059999999,678,3445,4123,0.19680696661828737,Sedang
137,138,2011-05-18,Summer,2011,May,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",830.95,1224.300248,123.0,904.4975880000001,536,3319,3855,0.16149442603193734,Sedang
138,139,2011-05-19,Summer,2011,May,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",788.610097,1152.7921520000002,123.0,485.76815700000003,735,3840,4575,0.19140625,Sedang
139,140,2011-05-20,Summer,2011,May,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",801.497403,1232.5069520000002,123.0,561.183357,909,4008,4917,0.22679640718562874,Sedang
140,141,2011-05-21,Summer,2011,May,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",946.9225000000001,1419.5230999999999,123.0,541.5978499999999,2258,3547,5805,0.6365943050465181,Sedang
141,142,2011-05-22,Summer,2011,May,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",950.604903,1430.5220000000002,123.0,664.407912,1576,3084,4660,0.5110246433203631,Sedang
142,143,2011-05-23,Summer,2011,May,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1011.352403,1499.329376,123.0,1049.7167379999999,836,3438,4274,0.24316463059918558,Sedang
143,144,2011-05-24,Summer,2011,May,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1073.94,1562.565428,123.0,929.635988,659,3833,4492,0.17192799373858597,Tinggi
144,145,2011-05-25,Summer,2011,May,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1075.780097,1609.3009520000003,123.0,692.3519370000001,740,4238,4978,0.1746106654082114,Tinggi
145,146,2011-05-26,Summer,2011,May,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1180.707597,1779.8209280000003,123.0,896.192938,758,3919,4677,0.19341668793059455,Tinggi
146,147,2011-05-27,Summer,2011,May,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1121.8024030000001,1702.8068480000002,123.0,1080.408031,871,3808,4679,0.22872899159663865,Tinggi
147,148,2011-05-28,Summer,2011,May,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1064.735097,1595.522924,123.0,1032.882988,2001,2757,4758,0.7257889009793254,Tinggi
148,149,2011-05-29,Summer,2011,May,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1090.5075,1609.3358,123.0,960.367682,2355,2433,4788,0.967940813810111,Tinggi
149,150,2011-05-30,Summer,2011,May,Yes,Monday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1235.932597,1851.2767520000002,123.0,589.069025,1549,2549,4098,0.6076892899176147,Tinggi
150,151,2011-05-31,Summer,2011,May,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1327.9750000000001,2087.768348,123.0,499.755881,673,3309,3982,0.20338470837110909,Tinggi
151,152,2011-06-01,Summer,2011,June,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1304.044903,2068.5322520000004,123.0,929.635988,513,3461,3974,0.14822305691996532,Tinggi
152,153,2011-06-02,Summer,2011,June,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1195.435,1733.011352,123.0,1312.0763430000002,736,4232,4968,0.17391304347826086,Tinggi
153,154,2011-06-03,Summer,2011,June,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",985.58,1485.5513480000002,123.0,1136.260169,898,4414,5312,0.20344358858178524,Sedang
154,155,2011-06-04,Summer,2011,June,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1018.7149999999999,1518.495776,123.0,552.784438,1869,3473,5342,0.5381514540742873,Tinggi
155,156,2011-06-05,Summer,2011,June,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1048.1675970000001,1614.798224,123.0,622.588388,1685,3221,4906,0.5231294628997206,Tinggi
156,157,2011-06-06,Summer,2011,June,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1114.4375969999999,1636.813448,123.0,547.191144,673,3875,4548,0.1736774193548387,Tinggi
157,158,2011-06-07,Summer,2011,June,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1178.8674999999998,1785.3182000000002,123.0,843.070112,763,4070,4833,0.18746928746928748,Tinggi
158,159,2011-06-08,Summer,2011,June,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1329.8150970000002,2096.027324,123.0,614.171513,676,3725,4401,0.1814765100671141,Tinggi
159,160,2011-06-09,Summer,2011,June,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1401.607597,2228.014124,123.0,672.824787,563,3352,3915,0.16795942720763724,Tinggi
160,161,2011-06-10,Summer,2011,June,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1283.795,1991.5399520000003,123.0,630.946906,815,3771,4586,0.21612304428533546,Tinggi
161,162,2011-06-11,Summer,2011,June,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1217.5249999999999,1881.5335280000002,123.0,695.1216499999999,1729,3237,4966,0.5341365461847389,Tinggi
162,163,2011-06-12,Summer,2011,June,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1145.7325,1730.3237000000004,123.0,734.252263,1467,2993,4460,0.49014366855997327,Tinggi
163,164,2011-06-13,Summer,2011,June,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1018.7149999999999,1548.804824,123.0,1370.71615,863,4157,5020,0.2076016357950445,Tinggi
164,165,2011-06-14,Summer,2011,June,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",950.604903,1504.7743760000003,123.0,1208.811387,727,4164,4891,0.17459173871277617,Tinggi
165,166,2011-06-15,Summer,2011,June,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1000.307403,1488.2564240000002,123.0,753.756968,769,4411,5180,0.17433688506007708,Sedang
166,167,2011-06-16,Summer,2011,June,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1003.987597,1521.327176,123.0,926.848319,545,3222,3767,0.1691495965238982,Tinggi
167,168,2011-06-17,Summer,2011,June,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1050.0099030000001,1543.268348,123.0,642.0571809999999,863,3981,4844,0.2167797035920623,Tinggi
168,169,2011-06-18,Summer,2011,June,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1154.9374030000001,1733.0636240000001,123.0,536.022512,1807,3312,5119,0.5455917874396136,Tinggi
169,170,2011-06-19,Summer,2011,June,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1160.4599030000002,1741.305176,123.0,457.878,1639,3105,4744,0.5278582930756843,Tinggi
170,171,2011-06-20,Summer,2011,June,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1018.7149999999999,1521.327176,123.0,697.927275,699,3311,4010,0.21111446692842042,Tinggi
171,172,2011-06-21,Fall,2011,June,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1119.9600970000001,1705.5859760000003,123.0,767.7312250000001,774,4061,4835,0.19059344988918986,Tinggi
172,173,2011-06-22,Fall,2011,June,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1235.932597,1950.3191240000003,123.0,773.2841179999999,661,3846,4507,0.17186687467498699,Tinggi
173,174,2011-06-23,Fall,2011,June,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1224.887597,1950.3365480000002,123.0,1071.991156,746,4044,4790,0.18447082096933728,Tinggi
174,175,2011-06-24,Fall,2011,June,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1215.6849029999998,1788.0755480000003,123.0,996.670225,969,4022,4991,0.2409249129786176,Tinggi
175,176,2011-06-25,Fall,2011,June,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1151.2549999999999,1730.271428,123.0,940.764219,1782,3420,5202,0.5210526315789473,Tinggi
176,177,2011-06-26,Fall,2011,June,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1118.1200000000001,1705.5119240000001,123.0,424.3599837,1920,3385,5305,0.5672082717872969,Tinggi
177,178,2011-06-27,Fall,2011,June,No,Monday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1123.6425,1702.7894240000003,123.0,482.962532,854,3854,4708,0.22158796056045668,Tinggi
178,179,2011-06-28,Fall,2011,June,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1259.8649030000001,1944.7826479999999,123.0,647.686387,732,3916,4648,0.18692543411644535,Tinggi
179,180,2011-06-29,Fall,2011,June,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1224.887597,1779.8209280000003,123.0,1175.3144690000001,848,4377,5225,0.19374000456933974,Tinggi
180,181,2011-06-30,Fall,2011,June,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1154.9374030000001,1702.8068480000002,123.0,831.865568,1027,4488,5515,0.22883244206773617,Tinggi
181,182,2011-07-01,Fall,2011,July,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1212.0025,1768.8176720000001,123.0,460.60731200000004,1246,4116,5362,0.30272108843537415,Tinggi
182,183,2011-07-02,Fall,2011,July,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1246.9775969999998,1834.7936479999998,123.0,516.513318,2204,2915,5119,0.7560891938250429,Tinggi
183,184,2011-07-03,Fall,2011,July,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1199.117403,1840.3127000000002,123.0,1027.343562,2282,2367,4649,0.9640895648500212,Tinggi
184,185,2011-07-04,Fall,2011,July,Yes,Monday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1221.2074029999999,1826.5564520000003,123.0,365.7601288,3065,2978,6043,1.0292142377434519,Tinggi
185,186,2011-07-05,Fall,2011,July,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1265.3874029999997,1961.2483280000001,123.0,566.772162,1031,3634,4665,0.2837094111172262,Tinggi
186,187,2011-07-06,Fall,2011,July,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1206.4799999999998,1914.6173480000002,123.0,672.824787,784,3845,4629,0.20390117035110533,Tinggi
187,188,2011-07-07,Fall,2011,July,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1272.75,1920.010076,123.0,714.6488,754,3838,4592,0.19645648775403857,Tinggi
188,189,2011-07-08,Fall,2011,July,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1182.549903,1848.6239480000004,123.0,1010.6040810000001,692,3348,4040,0.2066905615292712,Tinggi
189,190,2011-07-09,Fall,2011,July,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1235.932597,1821.0722480000002,123.0,753.756968,1988,3348,5336,0.5937873357228196,Tinggi
190,191,2011-07-10,Fall,2011,July,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1267.2275,1933.7488999999998,123.0,823.601319,1743,3138,4881,0.5554493307839388,Tinggi
191,192,2011-07-11,Fall,2011,July,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1300.3625,2107.026224,123.0,1267.410793,723,3363,4086,0.2149866190900981,Tinggi
192,193,2011-07-12,Fall,2011,July,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1370.314903,2148.2819,123.0,898.9402059999999,662,3596,4258,0.18409343715239154,Tinggi
193,194,2011-07-13,Fall,2011,July,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1265.3874029999997,1931.043824,123.0,655.9910370000001,748,3594,4342,0.20812465219810797,Tinggi
194,195,2011-07-14,Fall,2011,July,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1119.9600970000001,1694.5130239999999,123.0,1080.354163,888,4196,5084,0.21163012392755004,Tinggi
195,196,2011-07-15,Fall,2011,July,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1081.3025969999999,1647.760076,123.0,820.7373369999999,1318,4220,5538,0.3123222748815166,Tinggi
196,197,2011-07-16,Fall,2011,July,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1132.8474030000002,1708.273628,123.0,935.247238,2418,3505,5923,0.6898716119828816,Tinggi
197,198,2011-07-17,Fall,2011,July,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1204.639903,1845.7925480000001,123.0,1099.9531370000002,2006,3296,5302,0.6086165048543689,Tinggi
198,199,2011-07-18,Fall,2011,July,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1265.3874029999997,1994.2973000000004,123.0,968.744156,841,3617,4458,0.23251313243019076,Tinggi
199,200,2011-07-19,Fall,2011,July,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1331.657403,2184.0185239999996,123.0,586.2633999999999,752,3789,4541,0.19846925310108207,Tinggi
200,201,2011-07-20,Fall,2011,July,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1313.247597,2181.2785999999996,123.0,510.924513,644,3688,4332,0.17462039045553146,Tinggi
201,202,2011-07-21,Fall,2011,July,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1416.335,2527.6720760000003,123.0,996.6522689999999,632,3152,3784,0.20050761421319796,Sangat Tinggi
202,203,2011-07-22,Fall,2011,July,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1489.967597,2590.942976,123.0,597.4859,562,2825,3387,0.19893805309734514,Sangat Tinggi
203,204,2011-07-23,Fall,2011,July,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1491.8099029999998,2431.4741719999997,123.0,589.051069,987,2298,3285,0.42950391644908614,Sangat Tinggi
204,205,2011-07-24,Fall,2011,July,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1449.4699999999998,2390.2751240000002,123.0,759.4086189999999,1050,2556,3606,0.4107981220657277,Sangat Tinggi
205,206,2011-07-25,Fall,2011,July,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1258.022597,2068.493048,123.0,407.63845869999994,568,3272,3840,0.17359413202933985,Tinggi
206,207,2011-07-26,Fall,2011,July,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1320.612403,1964.040524,123.0,898.9581619999999,750,3840,4590,0.1953125,Tinggi
207,208,2011-07-27,Fall,2011,July,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1327.9750000000001,1936.5454520000003,123.0,823.5654069999999,755,3901,4656,0.19354011791848244,Tinggi
208,209,2011-07-28,Fall,2011,July,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1337.179903,2151.0044,123.0,801.192231,606,3784,4390,0.1601479915433404,Tinggi
209,210,2011-07-29,Fall,2011,July,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1467.8775970000002,2351.672252,123.0,781.705482,670,3176,3846,0.21095717884130982,Tinggi
210,211,2011-07-30,Fall,2011,July,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1392.4049029999999,2101.507172,123.0,756.562593,1559,2916,4475,0.5346364883401921,Tinggi
211,212,2011-07-31,Fall,2011,July,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1396.085097,2106.991376,123.0,739.845557,1524,2778,4302,0.5485961123110151,Tinggi
212,213,2011-08-01,Fall,2011,August,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1320.612403,1991.5399520000003,123.0,703.502613,729,3537,4266,0.20610687022900764,Tinggi
213,214,2011-08-02,Fall,2011,August,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1346.382597,2008.001276,123.0,924.06065,801,4044,4845,0.1980712166172107,Tinggi
214,215,2011-08-03,Fall,2011,August,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1232.252403,1889.805572,123.0,608.632087,467,3107,3574,0.15030576118442227,Tinggi
215,216,2011-08-04,Fall,2011,August,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1184.3899999999999,1823.8165280000003,123.0,885.00635,799,3777,4576,0.21154355308445857,Tinggi
216,217,2011-08-05,Fall,2011,August,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1186.2300970000001,1788.005852,123.0,829.100344,1023,3843,4866,0.26619828259172523,Tinggi
217,218,2011-08-06,Fall,2011,August,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1199.117403,1873.3268240000002,123.0,1024.61425,1521,2773,4294,0.5485034258925352,Tinggi
218,219,2011-08-07,Fall,2011,August,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1256.1825000000001,2043.8119520000005,123.0,904.475143,1298,2487,3785,0.521913952553277,Tinggi
219,220,2011-08-08,Fall,2011,August,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1305.885,1991.500748,123.0,862.673575,846,3480,4326,0.24310344827586206,Tinggi
220,221,2011-08-09,Fall,2011,August,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1327.9750000000001,2082.271076,123.0,678.382169,907,3695,4602,0.24546684709066305,Tinggi
221,222,2011-08-10,Fall,2011,August,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1309.567403,1911.785948,123.0,898.9581619999999,884,3896,4780,0.2268993839835729,Tinggi
222,223,2011-08-11,Fall,2011,August,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1200.9575000000002,1766.025476,123.0,739.7692440000001,812,3980,4792,0.20402010050251257,Tinggi
223,224,2011-08-12,Fall,2011,August,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1180.707597,1777.0069520000002,123.0,563.912669,1051,3854,4905,0.27270368448365334,Tinggi
224,225,2011-08-13,Fall,2011,August,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1131.0050970000002,1741.3574480000002,123.0,949.217006,1504,2646,4150,0.5684051398337112,Tinggi
225,226,2011-08-14,Fall,2011,August,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1110.757403,1647.8341280000002,123.0,999.399537,1338,2482,3820,0.5390813859790492,Tinggi
226,227,2011-08-15,Fall,2011,August,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1086.825097,1612.0234520000001,123.0,937.994506,775,3563,4338,0.2175133314622509,Tinggi
227,228,2011-08-16,Fall,2011,August,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1164.1400970000002,1741.265972,123.0,1060.880881,721,4004,4725,0.18006993006993008,Tinggi
228,229,2011-08-17,Fall,2011,August,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1213.842597,1832.018876,123.0,644.921163,668,4026,4694,0.16592151018380527,Tinggi
229,230,2011-08-18,Fall,2011,August,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1188.0724030000001,1812.7958480000002,123.0,1046.870712,639,3166,3805,0.2018319646241314,Tinggi
230,231,2011-08-19,Fall,2011,August,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1129.165,1686.310676,123.0,625.3536119999999,797,3356,4153,0.23748510131108463,Tinggi
231,232,2011-08-20,Fall,2011,August,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1156.7775,1755.0265760000002,123.0,468.952363,1914,3277,5191,0.584070796460177,Tinggi
232,233,2011-08-21,Fall,2011,August,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1186.2300970000001,1870.5869000000002,123.0,1116.656706,1249,2624,3873,0.4759908536585366,Tinggi
233,234,2011-08-22,Fall,2011,August,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1143.892403,1708.234424,123.0,1242.3307499999999,833,3925,4758,0.21222929936305732,Tinggi
234,235,2011-08-23,Fall,2011,August,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1031.600097,1568.027852,123.0,658.819107,1281,4614,5895,0.2776332899869961,Tinggi
235,236,2011-08-24,Fall,2011,August,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1103.392597,1675.2943520000001,123.0,1136.201812,949,4181,5130,0.2269791915809615,Tinggi
236,237,2011-08-25,Fall,2011,August,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1127.3249029999997,1741.340024,123.0,946.4293369999999,435,3107,3542,0.1400064370775668,Tinggi
237,238,2011-08-26,Fall,2011,August,No,Friday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1162.3,1801.796948,123.0,376.90766249999996,768,3893,4661,0.1972771641407655,Tinggi
238,239,2011-08-27,Fall,2011,August,No,Saturday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1118.1200000000001,1696.4819360000001,123.0,1686.144713,226,889,1115,0.2542182227221597,Tinggi
239,240,2011-08-28,Fall,2011,August,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1177.8933309999998,1750.509404,123.0,1367.614251,1415,2919,4334,0.48475505310037686,Tinggi
240,241,2011-08-29,Fall,2011,August,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1022.3974029999999,1576.265048,123.0,717.454425,729,3905,4634,0.18668373879641487,Tinggi
241,242,2011-08-30,Fall,2011,August,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1027.919903,1518.530624,123.0,561.160912,775,4429,5204,0.17498306615488823,Tinggi
242,243,2011-08-31,Fall,2011,August,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1066.577403,1590.0430760000002,123.0,374.08318369999995,688,4370,5058,0.1574370709382151,Tinggi
243,244,2011-09-01,Fall,2011,September,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1062.895,1606.595876,123.0,636.522244,783,4332,5115,0.18074792243767313,Tinggi
244,245,2011-09-02,Fall,2011,September,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1037.122597,1562.5436479999998,123.0,628.1412809999999,875,3852,4727,0.22715472481827623,Tinggi
245,246,2011-09-03,Fall,2011,September,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1094.189903,1686.2758280000003,123.0,831.9239249999999,1935,2549,4484,0.7591212240094155,Tinggi
246,247,2011-09-04,Fall,2011,September,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1182.549903,1826.6087240000002,123.0,926.830363,2521,2419,4940,1.0421661843737082,Tinggi
247,248,2011-09-05,Fall,2011,September,Yes,Monday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1103.392597,1653.3139760000001,123.0,954.792344,1236,2115,3351,0.5843971631205673,Tinggi
248,249,2011-09-06,Fall,2011,September,No,Tuesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",808.8600000000001,1172.2112,123.0,1543.9601269999998,204,2506,2710,0.08140462889066241,Sedang
249,250,2011-09-07,Fall,2011,September,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",939.559903,1298.661524,123.0,435.5263712,118,1878,1996,0.06283280085197018,Sedang
250,251,2011-09-08,Fall,2011,September,No,Thursday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",1016.313817,1347.152516,123.0,865.245772,153,1689,1842,0.0905861456483126,Sedang
251,252,2011-09-09,Fall,2011,September,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",1051.8500000000001,1449.8887759999996,123.0,558.3373310000001,417,3127,3544,0.13335465302206587,Sedang
252,253,2011-09-10,Fall,2011,September,No,Saturday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1073.94,1576.282472,123.0,689.5463120000001,1750,3595,5345,0.48678720445062584,Tinggi
253,254,2011-09-11,Fall,2011,September,No,Sunday,No,"Clear, Few clouds, Partly cloudy, Partly cloudy",1059.212597,1581.801524,123.0,516.477406,1633,3413,5046,0.47846469381775564,Tinggi
254,255,2011-09-12,Fall,2011,September,No,Monday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1039.364732,1550.8782800000001,123.0,399.13045700000004,690,4023,4713,0.1715137956748695,Tinggi
255,256,2011-09-13,Fall,2011,September,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy, Partly cloudy",1053.6900970000002,1557.081224,123.0,636.558156,701,4062,4763,0.172575086164451,Tinggi
